<<<<<<< HEAD
race,FPR,TPR,threshold,auc,n
Other,0.5652173913043478,0.7755102040816326,0.4629981001425506,0.7074090505767524,141
Other,0.5652173913043478,0.7959183673469388,0.4629971808392242,0.7074090505767524,141
Other,0.5869565217391305,0.7959183673469388,0.4628490342289075,0.7074090505767524,141
Other,0.5869565217391305,0.8163265306122449,0.4628445799785088,0.7074090505767524,141
Other,0.6195652173913043,0.8163265306122449,0.46081590078644696,0.7074090505767524,141
Other,0.6195652173913043,0.8367346938775511,0.4596757259175231,0.7074090505767524,141
Other,0.6195652173913043,0.8775510204081632,0.4593117673117016,0.7074090505767524,141
Other,0.6413043478260869,0.8775510204081632,0.4589663712559933,0.7074090505767524,141
Other,0.6413043478260869,0.8979591836734694,0.4589325150269363,0.7074090505767524,141
Other,0.6521739130434783,0.8979591836734694,0.4584104928915424,0.7074090505767524,141
Other,0.6521739130434783,0.9183673469387755,0.45834476952522724,0.7074090505767524,141
Other,0.6847826086956522,0.9183673469387755,0.456620107039615,0.7074090505767524,141
Other,0.7065217391304348,0.9183673469387755,0.45584927465289327,0.7074090505767524,141
Other,0.7391304347826086,0.9183673469387755,0.455660906643195,0.7074090505767524,141
Other,0.7391304347826086,0.9387755102040817,0.4556209115139825,0.7074090505767524,141
Other,0.782608695652174,0.9387755102040817,0.4524901152409105,0.7074090505767524,141
Other,0.782608695652174,0.9591836734693877,0.4523970556942967,0.7074090505767524,141
Other,0.8152173913043478,0.9591836734693877,0.44924105413743726,0.7074090505767524,141
Other,0.8152173913043478,0.9795918367346939,0.4484623383162526,0.7074090505767524,141
Other,0.8260869565217391,0.9795918367346939,0.44723486463478157,0.7074090505767524,141
Other,0.8478260869565217,0.9795918367346939,0.446105801021128,0.7074090505767524,141
Other,0.9130434782608695,0.9795918367346939,0.4352816365279052,0.7074090505767524,141
Other,0.9130434782608695,1.0,0.43399186139673546,0.7074090505767524,141
Other,0.9239130434782609,1.0,0.43321632211543065,0.7074090505767524,141
Other,0.9456521739130435,1.0,0.43253363436413866,0.7074090505767524,141
Other,1.0,1.0,0.3656130547691395,0.7074090505767524,141
Caucasian,0.0,0.0,inf,0.6585693860505938,924
Caucasian,0.001996007984031936,0.0,0.5186647298967249,0.6585693860505938,924
Caucasian,0.001996007984031936,0.004728132387706856,0.5069998594915476,0.6585693860505938,924
Caucasian,0.001996007984031936,0.01182033096926714,0.5029480520558759,0.6585693860505938,924
Caucasian,0.001996007984031936,0.016548463356973995,0.5000194335145163,0.6585693860505938,924
Caucasian,0.001996007984031936,0.018912529550827423,0.5000062996286535,0.6585693860505938,924
Caucasian,0.005988023952095809,0.018912529550827423,0.49993459580511834,0.6585693860505938,924
Caucasian,0.005988023952095809,0.030732860520094562,0.49755774669169,0.6585693860505938,924
Caucasian,0.007984031936127744,0.030732860520094562,0.49743162095140075,0.6585693860505938,924
Caucasian,0.007984031936127744,0.03309692671394799,0.4965189605439759,0.6585693860505938,924
Caucasian,0.00998003992015968,0.03309692671394799,0.4956166102263966,0.6585693860505938,924
Caucasian,0.00998003992015968,0.037825059101654845,0.49517937636421644,0.6585693860505938,924
Caucasian,0.011976047904191617,0.037825059101654845,0.49476187537860955,0.6585693860505938,924
Caucasian,0.011976047904191617,0.0425531914893617,0.49393608005498035,0.6585693860505938,924
Caucasian,0.011976047904191617,0.04728132387706856,0.4939140404840772,0.6585693860505938,924
Caucasian,0.011976047904191617,0.04964539007092199,0.49388359769951173,0.6585693860505938,924
Caucasian,0.011976047904191617,0.05673758865248227,0.4935667817509023,0.6585693860505938,924
Caucasian,0.011976047904191617,0.0591016548463357,0.49315605657901074,0.6585693860505938,924
Caucasian,0.011976047904191617,0.06855791962174941,0.49295309667126097,0.6585693860505938,924
Caucasian,0.013972055888223553,0.06855791962174941,0.49286820028409395,0.6585693860505938,924
Caucasian,0.013972055888223553,0.07092198581560284,0.49280806098234703,0.6585693860505938,924
Caucasian,0.013972055888223553,0.07801418439716312,0.49274845126019123,0.6585693860505938,924
Caucasian,0.013972055888223553,0.08037825059101655,0.4923134871530973,0.6585693860505938,924
Caucasian,0.015968063872255488,0.08037825059101655,0.4922819096597494,0.6585693860505938,924
Caucasian,0.015968063872255488,0.0851063829787234,0.4921570606842878,0.6585693860505938,924
Caucasian,0.017964071856287425,0.0851063829787234,0.4919621016306176,0.6585693860505938,924
Caucasian,0.017964071856287425,0.08983451536643026,0.4919455914942202,0.6585693860505938,924
Caucasian,0.017964071856287425,0.09692671394799054,0.49151435100714264,0.6585693860505938,924
Caucasian,0.01996007984031936,0.09692671394799054,0.49119405379711945,0.6585693860505938,924
Caucasian,0.01996007984031936,0.1016548463356974,0.49070376887679085,0.6585693860505938,924
Caucasian,0.023952095808383235,0.1016548463356974,0.49043582457779195,0.6585693860505938,924
Caucasian,0.023952095808383235,0.10638297872340426,0.4901464249262682,0.6585693860505938,924
Caucasian,0.023952095808383235,0.1111111111111111,0.4899202498633324,0.6585693860505938,924
Caucasian,0.023952095808383235,0.11583924349881797,0.48960938471930265,0.6585693860505938,924
Caucasian,0.023952095808383235,0.12056737588652482,0.48958203840859116,0.6585693860505938,924
Caucasian,0.023952095808383235,0.12293144208037825,0.4895032259628304,0.6585693860505938,924
Caucasian,0.029940119760479042,0.12293144208037825,0.48904855872685604,0.6585693860505938,924
Caucasian,0.029940119760479042,0.12529550827423167,0.48903177602771397,0.6585693860505938,924
Caucasian,0.029940119760479042,0.13002364066193853,0.48898845601821167,0.6585693860505938,924
