race,num_examples,TPR,FPR,threshold
Hispanic,1186,0.022988505747126436,0.012048192771084338,0.81
Asian,1873,0.09923664122137404,0.03272727272727273,0.81
Native American,262,0.01098901098901099,0.005847953216374269,0.81
Other,2886,0.06934058463630184,0.022614840989399292,0.8200000000000001
Caucasian,629,0.019305019305019305,0.002702702702702703,0.8200000000000001
African-American,174,0.04918032786885246,0.0,0.8200000000000001
Hispanic,1186,0.0210727969348659,0.007530120481927711,0.8200000000000001
Asian,1873,0.08778625954198473,0.03272727272727273,0.8200000000000001
Native American,262,0.0,0.005847953216374269,0.8200000000000001
Other,2886,0.05982324949014276,0.019081272084805655,0.8300000000000001
Caucasian,629,0.011583011583011582,0.002702702702702703,0.8300000000000001
African-American,174,0.01639344262295082,0.0,0.8300000000000001
Hispanic,1186,0.01532567049808429,0.004518072289156626,0.8300000000000001
Asian,1873,0.07729007633587787,0.02909090909090909,0.8300000000000001
Native American,262,0.0,0.005847953216374269,0.8300000000000001
Other,2886,0.054384772263766146,0.014134275618374558,0.8400000000000001
Caucasian,629,0.003861003861003861,0.002702702702702703,0.8400000000000001
African-American,174,0.01639344262295082,0.0,0.8400000000000001
Hispanic,1186,0.013409961685823755,0.004518072289156626,0.8400000000000001
Asian,1873,0.06965648854961833,0.020606060606060607,0.8400000000000001
Native American,262,0.0,0.005847953216374269,0.8400000000000001
Other,2886,0.0469068660774983,0.011307420494699646,0.85
Caucasian,629,0.003861003861003861,0.0,0.85
African-American,174,0.01639344262295082,0.0,0.85
Hispanic,1186,0.011494252873563218,0.004518072289156626,0.85
Asian,1873,0.060114503816793896,0.014545454545454545,0.85
Native American,262,0.0,0.005847953216374269,0.85
Other,2886,0.04078857919782461,0.01060070671378092,0.86
Caucasian,629,0.003861003861003861,0.0,0.86
African-American,174,0.01639344262295082,0.0,0.86
Hispanic,1186,0.011494252873563218,0.004518072289156626,0.86
Asian,1873,0.05152671755725191,0.014545454545454545,0.86
Native American,262,0.0,0.0,0.86
Other,2886,0.02787219578518015,0.009893992932862191,0.87
Caucasian,629,0.0,0.0,0.87
African-American,174,0.01639344262295082,0.0,0.87
Hispanic,1186,0.009578544061302681,0.004518072289156626,0.87
Asian,1873,0.033396946564885496,0.013333333333333334,0.87
Native American,262,0.0,0.0,0.87
Other,2886,0.018354860639021073,0.007067137809187279,0.88
Caucasian,629,0.0,0.0,0.88
African-American,174,0.01639344262295082,0.0,0.88
Hispanic,1186,0.0038314176245210726,0.004518072289156626,0.88
Asian,1873,0.022900763358778626,0.008484848484848486,0.88
Native American,262,0.0,0.0,0.88
Other,2886,0.012236573759347382,0.0063604240282685515,0.89
Caucasian,629,0.0,0.0,0.89
African-American,174,0.01639344262295082,0.0,0.89
Hispanic,1186,0.0038314176245210726,0.004518072289156626,0.89
Asian,1873,0.01431297709923664,0.007272727272727273,0.89
Native American,262,0.0,0.0,0.89
Other,2886,0.010876954452753228,0.0049469964664310955,0.9
Caucasian,629,0.0,0.0,0.9
African-American,174,0.01639344262295082,0.0,0.9
Hispanic,1186,0.0038314176245210726,0.004518072289156626,0.9
Asian,1873,0.012404580152671756,0.0048484848484848485,0.9
Native American,262,0.0,0.0,0.9
Other,2886,0.008837525492861998,0.0035335689045936395,0.91
Caucasian,629,0.0,0.0,0.91
African-American,174,0.01639344262295082,0.0,0.91
Hispanic,1186,0.0038314176245210726,0.0015060240963855422,0.91
Asian,1873,0.009541984732824428,0.0048484848484848485,0.91
Native American,262,0.0,0.0,0.91
Other,2886,0.006798096532970768,0.0028268551236749115,0.92
Caucasian,629,0.0,0.0,0.92
African-American,174,0.01639344262295082,0.0,0.92
Hispanic,1186,0.0,0.0015060240963855422,0.92
Asian,1873,0.008587786259541985,0.0036363636363636364,0.92
Native American,262,0.0,0.0,0.92
Other,2886,0.003399048266485384,0.0021201413427561835,0.93
Caucasian,629,0.0,0.0,0.93
African-American,174,0.0,0.0,0.93
Hispanic,1186,0.0,0.0015060240963855422,0.93
Asian,1873,0.004770992366412214,0.0024242424242424242,0.93
Native American,262,0.0,0.0,0.93
Other,2886,0.0020394289598912306,0.0014134275618374558,0.9400000000000001
Caucasian,629,0.0,0.0,0.9400000000000001
African-American,174,0.0,0.0,0.9400000000000001
Hispanic,1186,0.0,0.0,0.9400000000000001
Asian,1873,0.0028625954198473282,0.0024242424242424242,0.9400000000000001
Native American,262,0.0,0.0,0.9400000000000001
Other,2886,0.0006798096532970768,0.0014134275618374558,0.9500000000000001
Caucasian,629,0.0,0.0,0.9500000000000001
African-American,174,0.0,0.0,0.9500000000000001
Hispanic,1186,0.0,0.0,0.9500000000000001
Asian,1873,0.0009541984732824427,0.0024242424242424242,0.9500000000000001
Native American,262,0.0,0.0,0.9500000000000001
Other,2886,0.0,0.0,0.9600000000000001
Caucasian,629,0.0,0.0,0.9600000000000001
African-American,174,0.0,0.0,0.9600000000000001
Hispanic,1186,0.0,0.0,0.9600000000000001
Asian,1873,0.0,0.0,0.9600000000000001
Native American,262,0.0,0.0,0.9600000000000001
Other,2886,0.0,0.0,0.97
Caucasian,629,0.0,0.0,0.97
African-American,174,0.0,0.0,0.97
Hispanic,1186,0.0,0.0,0.97
Asian,1873,0.0,0.0,0.97
Native American,262,0.0,0.0,0.97
Other,2886,0.0,0.0,0.98
Caucasian,629,0.0,0.0,0.98
African-American,174,0.0,0.0,0.98
Hispanic,1186,0.0,0.0,0.98
Asian,1873,0.0,0.0,0.98
Native American,262,0.0,0.0,0.98
Other,2886,0.0,0.0,0.99
Caucasian,629,0.0,0.0,0.99
African-American,174,0.0,0.0,0.99
Hispanic,1186,0.0,0.0,0.99
Asian,1873,0.0,0.0,0.99
Native American,262,0.0,0.0,0.99
